price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,house_age,is_renovated,years_since_renovation,city_freq,zip
876650.0,3.0,3.25,2170,12508,1.5,0,0,5,520,86,1,44,0.0189952511872032,98040
540000.0,4.0,2.25,2540,228254,1.0,0,0,3,1090,24,1,5,0.0094976255936016,98019
350000.0,2.0,1.0,910,4500,1.5,0,0,4,0,108,1,24,0.3436640839790053,98118
750000.0,4.0,2.5,2980,4930,2.0,0,0,3,90,14,0,14,0.06248437890527368,98006
582000.0,4.0,1.75,2120,4650,1.0,0,1,3,930,63,1,20,0.3436640839790053,98117
1315000.0,4.0,3.5,3460,3997,2.0,0,0,3,900,10,1,11,0.3436640839790053,98103
372500.0,5.0,3.0,2480,10090,1.0,0,0,3,1180,10,1,11,0.3436640839790053,98178
410000.0,3.0,2.25,2200,16921,2.0,0,0,3,0,27,1,14,0.021994501374656337,98038
360000.0,4.0,2.0,1730,5500,1.0,0,0,5,720,71,0,71,0.3436640839790053,98106
1015000.0,3.0,2.5,2920,34527,1.0,0,4,4,1120,60,1,31,0.3436640839790053,98116
225000.0,3.0,1.0,990,8012,1.0,0,0,4,0,48,0,48,0.06248437890527368,98058
647000.0,4.0,2.5,3040,6887,2.0,0,0,3,0,15,0,15,0.036740814796300925,98074
950000.0,5.0,3.0,4530,258746,1.5,0,0,4,1330,11,0,11,0.02549362659335166,98077
185000.0,3.0,1.5,1370,8470,1.0,0,0,4,0,53,1,13,0.03924018995251187,98092
335000.0,3.0,2.5,1940,4927,2.0,0,0,3,0,10,1,11,0.06248437890527368,98058
210000.0,3.0,2.5,1040,2643,2.0,0,0,3,320,10,1,11,0.3436640839790053,98118
522000.0,4.0,2.25,1800,8623,1.0,0,0,4,440,34,0,34,0.04073981504623844,98033
770000.0,3.0,1.75,1720,5000,1.0,0,0,3,0,60,1,0,0.3436640839790053,98122
499950.0,3.0,1.0,980,6380,1.0,0,0,3,220,73,1,20,0.3436640839790053,98115
751000.0,4.0,2.5,3110,6142,2.0,0,0,3,0,10,1,11,0.05073731567108223,98052
330000.0,5.0,3.0,2100,7715,1.0,0,0,3,850,1,1,91,0.014996250937265684,98168
465000.0,3.0,1.5,2020,11358,1.0,0,0,4,830,58,0,58,0.04073981504623844,98033
850000.0,4.0,1.75,2350,11914,1.0,0,0,4,0,53,1,13,0.0189952511872032,98040
947500.0,4.0,2.25,3290,12329,1.5,0,0,4,0,46,0,46,0.0189952511872032,98040
302000.0,5.0,2.25,2180,7813,2.0,0,0,3,0,28,0,28,0.021994501374656337,98038
500000.0,2.0,2.25,1290,1334,3.0,0,0,3,0,7,0,7,0.3436640839790053,98107
201000.0,3.0,1.0,1460,9750,1.0,0,0,4,0,45,0,45,0.03899025243689078,98042
265000.0,2.0,1.0,1290,2828,2.0,0,0,3,0,6,0,6,0.05073731567108223,98053
870300.0,4.0,2.5,2350,3150,1.5,0,0,4,660,104,0,104,0.3436640839790053,98103
339000.0,3.0,1.0,1080,8100,1.0,0,0,4,0,59,1,5,0.02749312671832042,98155
690000.0,4.0,2.5,2670,13463,2.0,0,0,4,0,25,0,25,0.039990002499375156,98029
788000.0,4.0,3.25,3680,5759,2.0,0,0,3,840,11,0,11,0.039990002499375156,98027
315275.0,3.0,1.75,1440,8040,1.0,0,0,3,480,63,1,20,0.3436640839790053,98125
505000.0,4.0,1.75,1940,4800,1.0,0,0,5,910,92,1,58,0.3436640839790053,98122
368000.0,3.0,1.0,1280,9898,1.0,0,0,3,0,46,1,17,0.02549362659335166,98072
947500.0,3.0,2.75,2980,27144,1.5,1,2,5,800,97,0,97,0.014996250937265684,98166
156000.0,3.0,1.0,970,8580,1.0,0,0,3,0,55,1,25,0.03124218945263684,98003
610000.0,4.0,3.0,2110,5000,1.5,0,2,4,470,84,0,84,0.3436640839790053,98136
420000.0,2.0,2.5,1480,1369,3.0,0,0,3,0,5,0,5,0.05073731567108223,98052
192000.0,2.0,1.0,700,10540,1.0,0,0,3,0,61,0,61,0.003749062734316421,98166
910000.0,3.0,2.0,2700,6120,1.0,0,0,4,1350,52,0,52,0.3436640839790053,98115
1300000.0,4.0,3.25,2330,9687,2.0,0,3,3,0,96,0,96,0.3436640839790053,98112
1346400.0,5.0,1.75,3380,20021,1.0,0,0,4,1690,51,0,51,0.001999500124968758,98004
840000.0,4.0,2.75,2600,2750,1.5,0,0,3,980,78,0,78,0.3436640839790053,98109
300000.0,2.0,1.75,1360,8100,1.0,0,0,3,500,39,0,39,0.3436640839790053,98177
505000.0,4.0,2.5,2780,6369,1.0,0,0,3,1190,36,0,36,0.04073981504623844,98034
110000.0,3.0,1.0,1250,53143,1.0,0,0,5,0,69,0,69,0.021994501374656337,98038
746000.0,3.0,2.5,2620,8950,2.0,0,0,3,0,22,0,22,0.06248437890527368,98006
211000.0,3.0,1.5,1350,7620,1.0,0,0,5,0,73,0,73,0.014996250937265684,98166
675000.0,4.0,3.0,2400,3340,1.0,0,0,4,1200,50,0,50,0.3436640839790053,98107
734200.0,4.0,2.5,2760,5000,1.5,0,0,5,1080,86,1,44,0.3436640839790053,98107
1225000.0,4.0,2.25,3070,16028,1.0,0,3,3,1200,38,0,38,0.0189952511872032,98040
615000.0,2.0,1.75,2040,28593,1.5,1,3,4,0,95,1,24,0.0069982504373906525,98070
630000.0,4.0,2.0,1770,6000,2.0,0,0,5,0,103,1,33,0.3436640839790053,98199
1264000.0,4.0,3.75,3490,9170,2.0,0,0,3,0,2,1,102,0.06248437890527368,98004
301500.0,2.0,1.5,830,1333,2.0,0,0,3,0,9,0,9,0.3436640839790053,98136
369000.0,2.0,2.5,980,895,2.0,0,0,3,310,5,0,5,0.3436640839790053,98116
635000.0,3.0,2.5,1570,1433,3.0,0,0,3,0,4,0,4,0.3436640839790053,98103
1033888.0,4.0,3.25,3270,5187,2.0,0,0,3,160,0,0,0,0.05073731567108223,98052
383000.0,4.0,2.5,2160,6223,2.0,0,0,3,0,4,0,4,0.021994501374656337,98038
1050000.0,4.0,3.75,3280,11000,2.0,0,0,3,960,6,0,6,0.04073981504623844,98033
455000.0,4.0,2.5,3360,7685,2.0,0,0,3,0,13,0,13,0.06248437890527368,98058
819900.0,5.0,2.75,3150,7119,2.0,0,0,3,0,1,1,91,0.05073731567108223,98052
625000.0,3.0,3.5,1810,1846,2.0,0,0,4,370,5,0,5,0.3436640839790053,98122
651000.0,4.0,2.5,2740,7140,2.0,0,0,3,0,21,0,21,0.036740814796300925,98074
480000.0,5.0,4.75,3830,35000,1.0,0,0,3,1700,38,0,38,0.02549362659335166,98077
757000.0,3.0,3.25,3190,5283,2.0,0,0,3,0,7,0,7,0.039990002499375156,98029
460000.0,3.0,2.25,2350,10450,1.0,0,0,3,960,37,1,10,0.01374656335916021,98028
267345.0,4.0,2.25,2510,8165,1.0,0,0,4,900,42,0,42,0.03124218945263684,98023
530000.0,2.0,2.0,1680,4950,1.0,0,0,3,0,8,0,8,0.05073731567108223,98053
449500.0,3.0,2.0,1770,6610,1.0,0,0,4,810,60,1,35,0.02749312671832042,98133
289000.0,3.0,1.0,1090,7315,1.0,0,0,5,0,33,0,33,0.06248437890527368,98056
373000.0,5.0,2.5,3001,5710,2.0,0,0,3,0,8,0,8,0.03899025243689078,98030
525000.0,5.0,3.0,2450,4591,2.0,0,0,3,0,20,0,20,0.3436640839790053,98117
777000.0,3.0,3.25,3610,59677,2.0,0,0,3,1170,11,0,11,0.039990002499375156,98027
550000.0,4.0,2.0,2250,7500,1.0,0,0,5,1050,58,0,58,0.06248437890527368,98005
523000.0,3.0,1.5,1240,7735,1.0,0,0,4,0,57,1,13,0.06248437890527368,98008
628000.0,4.0,2.0,2260,6000,1.0,0,0,3,830,56,1,10,0.3436640839790053,98115
581000.0,4.0,1.75,2090,8164,1.0,0,0,4,1020,51,0,51,0.05073731567108223,98052
245000.0,5.0,1.75,2020,7902,1.0,0,0,3,800,52,1,11,0.3436640839790053,98168
415000.0,3.0,1.75,1960,5000,1.0,0,0,5,980,103,1,30,0.3436640839790053,98108
1895000.0,5.0,2.25,3120,16672,2.0,0,0,4,0,45,0,45,0.000999750062484379,98004
225000.0,3.0,1.5,1250,7500,1.0,0,0,3,0,47,1,3,0.03899025243689078,98030
287000.0,3.0,2.25,1490,9600,1.0,0,0,4,320,27,0,27,0.0094976255936016,98019
799200.0,6.0,3.0,2890,2370,2.5,0,0,3,600,108,1,0,0.3436640839790053,98102
239950.0,3.0,1.0,1900,33888,1.5,0,0,4,0,72,1,32,0.03924018995251187,98001
591000.0,3.0,1.75,1680,2400,1.0,0,0,5,810,92,1,58,0.3436640839790053,98122
700000.0,3.0,2.5,2030,8398,2.0,0,0,4,0,39,0,39,0.06248437890527368,98008
475000.0,4.0,2.5,3740,8700,1.0,0,0,3,1480,10,1,11,0.06248437890527368,98058
575000.0,3.0,1.75,1580,11750,1.0,0,0,4,400,63,1,15,0.3436640839790053,98118
771000.0,3.0,2.25,1780,6120,1.5,0,0,4,390,87,0,87,0.3436640839790053,98122
155000.0,2.0,1.0,910,6232,1.0,0,0,3,0,71,1,12,0.3436640839790053,98118
550000.0,7.0,4.0,3440,8100,2.0,0,0,3,0,44,1,0,0.3436640839790053,98103
645000.0,3.0,2.5,1740,13750,2.0,0,0,4,0,39,0,39,0.06248437890527368,98008
464000.0,5.0,2.5,3400,8970,1.0,0,0,4,1700,55,0,55,0.02749312671832042,98133
1050000.0,4.0,3.25,4400,16625,2.0,0,0,3,0,11,0,11,0.036740814796300925,98075
350000.0,3.0,2.5,2010,14298,2.0,0,0,3,0,37,1,10,0.0069982504373906525,98070
591000.0,4.0,2.25,2710,38180,2.0,0,0,4,0,37,0,37,0.02549362659335166,98077
2555000.0,4.0,2.5,5300,26211,2.0,1,2,2,730,91,0,91,0.3436640839790053,98105
717000.0,3.0,1.5,1310,3880,1.0,0,0,3,220,58,1,13,0.3436640839790053,98117
225000.0,4.0,1.5,1950,12559,1.5,0,0,3,0,75,1,45,0.0069982504373906525,98188
225000.0,3.0,1.0,1040,6535,1.0,0,0,3,0,67,1,2,0.3436640839790053,98168
345000.0,3.0,1.75,1090,7200,1.0,0,0,3,0,46,1,17,0.04073981504623844,98034
230000.0,2.0,0.75,650,5360,1.0,0,0,4,0,83,0,83,0.3436640839790053,98133
385000.0,3.0,2.0,1480,6600,1.0,0,2,3,740,71,1,12,0.3436640839790053,98146
90000.0,2.0,1.0,790,2640,1.0,0,0,3,0,41,1,1,0.04073981504623844,98034
860000.0,4.0,2.5,3560,11119,1.0,0,2,3,1270,28,0,28,0.06248437890527368,98004
675000.0,4.0,2.5,3000,5548,2.0,0,0,3,0,8,0,8,0.007748062984253936,98056
975000.0,4.0,2.5,3490,7494,2.0,0,3,3,0,14,0,14,0.06248437890527368,98006
780000.0,3.0,1.75,2340,10495,1.0,0,0,4,0,47,0,47,0.0189952511872032,98040
370000.0,3.0,1.75,1650,8254,1.0,0,0,5,590,63,0,63,0.02749312671832042,98155
665000.0,3.0,2.0,1940,5820,1.5,0,0,5,790,70,0,70,0.3436640839790053,98107
675000.0,5.0,3.0,3410,9600,1.0,0,0,4,1540,46,0,46,0.05073731567108223,98052
620000.0,3.0,1.0,1710,4050,1.5,0,0,3,0,105,1,10,0.3436640839790053,98103
1105000.0,4.0,1.5,2740,4000,2.0,0,0,5,810,109,0,109,0.3436640839790053,98109
450000.0,3.0,2.75,1250,892,2.0,0,0,3,210,4,0,4,0.3436640839790053,98116
450000.0,3.0,2.25,2450,42180,1.0,0,0,4,0,36,1,14,0.009247688077980504,98042
530000.0,3.0,1.75,1690,8190,1.0,0,0,4,0,56,1,42,0.06248437890527368,98005
635000.0,4.0,1.75,1950,13320,1.0,0,0,4,580,45,0,45,0.06248437890527368,98007
580000.0,5.0,2.0,2290,7125,1.0,0,0,3,1100,50,1,14,0.06248437890527368,98008
1550000.0,5.0,3.25,3370,17458,1.0,0,2,5,1370,32,0,32,0.0189952511872032,98040
285000.0,3.0,1.0,1090,8640,1.0,0,0,4,0,41,0,41,0.014996250937265684,98166
375000.0,3.0,1.0,1190,9486,1.0,0,0,4,0,61,1,31,0.003749062734316421,98166
1400000.0,5.0,4.25,3530,7924,2.0,0,0,3,0,13,0,13,0.0189952511872032,98040
560000.0,3.0,1.0,1440,5000,2.0,0,0,3,0,104,1,8,0.3436640839790053,98103
405000.0,4.0,1.75,2180,13529,1.0,0,0,3,1090,58,1,13,0.007748062984253936,98155
413000.0,4.0,1.0,1410,6000,1.0,0,0,3,600,89,1,12,0.3436640839790053,98126
287600.0,3.0,2.5,1950,8251,2.0,0,0,3,0,24,1,5,0.03924018995251187,98001
1680000.0,5.0,3.25,4860,23723,2.0,0,2,4,1040,25,0,25,0.0189952511872032,98040
225000.0,3.0,1.0,1660,7210,1.0,0,0,3,560,51,1,6,0.03924018995251187,98001
319000.0,3.0,1.0,1390,12823,1.0,0,0,4,0,46,0,46,0.02549362659335166,98077
322500.0,3.0,2.0,1350,14200,1.0,0,0,3,0,25,0,25,0.0094976255936016,98019
570000.0,3.0,2.0,1530,5401,1.0,0,0,4,0,77,0,77,0.3436640839790053,98115
465000.0,3.0,1.5,1270,5112,1.0,0,0,3,0,64,1,9,0.3436640839790053,98115
435000.0,4.0,2.25,2140,6355,2.0,0,0,3,0,12,0,12,0.015746063484128967,98065
502000.0,4.0,2.5,2040,5616,2.0,0,0,3,0,2,1,102,0.01374656335916021,98028
525000.0,3.0,3.5,2876,5086,2.0,0,0,3,516,7,0,7,0.02549362659335166,98072
525000.0,3.0,2.5,1580,1161,2.0,0,0,3,570,6,0,6,0.3436640839790053,98112
660000.0,4.0,3.5,3400,5196,2.0,0,0,3,0,2,1,102,0.015746063484128967,98065
870000.0,4.0,2.5,3520,6773,2.5,0,0,3,870,8,0,8,0.3436640839790053,98136
650000.0,4.0,2.5,2210,4861,2.0,0,0,3,0,1,1,91,0.3436640839790053,98117
505000.0,4.0,2.5,2790,5602,2.0,0,0,3,0,5,0,5,0.06248437890527368,98059
330000.0,3.0,2.5,1450,5008,1.0,0,0,3,610,7,0,7,0.3436640839790053,98106
385000.0,4.0,1.75,1620,4980,1.0,0,0,4,760,67,1,26,0.3436640839790053,98133
306000.0,3.0,1.5,1220,1086,3.0,0,0,3,0,7,0,7,0.3436640839790053,98133
546000.0,3.0,1.75,2000,5000,1.0,0,0,4,890,93,0,93,0.3436640839790053,98117
925000.0,4.0,2.5,2190,7350,2.5,0,0,5,0,56,0,56,0.0189952511872032,98040
542000.0,4.0,1.75,1900,8250,1.0,0,0,4,950,59,1,5,0.06248437890527368,98006
800000.0,3.0,1.0,1700,4400,1.5,0,0,4,0,108,1,24,0.3436640839790053,98122
620000.0,5.0,2.5,2540,3832,2.0,0,0,5,780,85,0,85,0.3436640839790053,98117
175000.0,2.0,1.0,1170,8925,1.0,0,2,3,0,103,1,35,0.01274681329667583,98198
740000.0,5.0,5.0,5774,31675,1.0,0,2,3,1284,30,0,30,0.03124218945263684,98003
345000.0,3.0,2.25,2120,15003,2.0,0,0,3,0,30,0,30,0.06248437890527368,98059
510000.0,3.0,1.75,2170,26460,1.0,0,0,3,720,28,0,28,0.036740814796300925,98074
530000.0,4.0,2.75,2450,15002,1.0,0,0,5,0,40,0,40,0.003749062734316421,98166
155000.0,2.0,1.0,700,5200,1.0,0,0,5,0,62,1,16,0.06248437890527368,98056
266000.0,3.0,2.5,1780,7214,1.0,0,0,4,380,28,0,28,0.03899025243689078,98030
257200.0,3.0,2.0,1850,8250,1.0,0,0,4,700,62,0,62,0.03924018995251187,98002
265000.0,3.0,2.0,1570,5706,1.0,0,0,3,0,16,1,8,0.03924018995251187,98092
372220.0,3.0,1.0,1290,5500,1.0,0,0,3,310,63,1,20,0.3436640839790053,98136
337500.0,5.0,2.0,1700,7314,1.0,0,0,3,700,58,1,13,0.3436640839790053,98108
582500.0,2.0,1.5,1159,4800,1.0,0,0,3,0,66,1,20,0.3436640839790053,98199
489200.0,3.0,2.75,1850,9600,1.5,0,0,5,0,49,0,49,0.04073981504623844,98034
405100.0,2.0,1.0,840,3522,1.0,0,0,3,0,67,1,2,0.3436640839790053,98199
372977.0,3.0,2.5,1690,1618,2.0,0,0,3,540,0,0,0,0.039990002499375156,98029
310000.0,3.0,1.0,1050,9876,1.0,0,0,3,0,61,0,61,0.01374656335916021,98028
538000.0,3.0,1.75,1400,3825,1.5,0,0,4,300,110,0,110,0.3436640839790053,98117
1400000.0,3.0,2.5,2550,7200,2.0,0,2,3,0,33,1,1,0.3436640839790053,98144
317000.0,3.0,2.5,1840,5011,2.0,0,0,3,0,2,1,102,0.021994501374656337,98038
702500.0,3.0,1.5,2360,6750,2.0,0,0,5,430,88,0,88,0.3436640839790053,98103
565000.0,4.0,2.5,2240,14667,2.0,0,0,4,0,25,0,25,0.007748062984253936,98059
723000.0,4.0,2.5,2700,4004,2.0,0,0,3,0,10,1,11,0.039990002499375156,98029
766950.0,3.0,2.5,3030,30007,1.5,0,0,4,0,22,0,22,0.02549362659335166,98077
682000.0,3.0,1.75,1830,5120,1.5,0,2,5,0,111,0,111,0.3436640839790053,98122
325000.0,3.0,2.5,2220,6049,2.0,0,0,4,0,24,0,24,0.03899025243689078,98031
543000.0,3.0,2.5,2090,7640,1.0,0,0,3,730,52,1,0,0.02749312671832042,98133
525000.0,3.0,1.75,1600,6120,1.5,0,0,3,0,90,1,3,0.3436640839790053,98115
364000.0,4.0,1.75,2010,8625,1.0,0,0,4,670,57,1,13,0.02749312671832042,98133
394475.0,2.0,1.0,830,4000,1.0,0,0,3,0,59,1,9,0.3436640839790053,98117
316000.0,4.0,2.5,2010,7226,2.0,0,0,3,0,19,0,19,0.03924018995251187,98092
339950.0,3.0,1.0,1050,5402,1.5,0,0,4,0,108,1,24,0.3436640839790053,98144
486000.0,4.0,2.5,2150,39449,1.0,0,0,3,730,36,0,36,0.0022494376405898524,98024
160000.0,3.0,1.0,860,11900,1.0,0,0,4,0,51,0,51,0.03899025243689078,98030
930000.0,3.0,2.5,3100,20553,1.0,0,0,3,0,60,1,9,0.02749312671832042,98177
139000.0,3.0,1.0,1100,17334,1.0,0,0,3,0,36,0,36,0.03924018995251187,98001
562000.0,3.0,1.5,1830,8000,1.0,0,0,4,0,57,1,13,0.06248437890527368,98008
299000.0,2.0,1.75,1250,34395,1.0,0,0,4,0,64,1,31,0.03124218945263684,98003
511000.0,3.0,2.5,1820,4883,2.0,0,0,3,0,9,0,9,0.01374656335916021,98028
499000.0,3.0,2.0,2090,42689,1.5,0,0,3,0,55,1,16,0.000999750062484379,98051
356000.0,3.0,3.5,2100,12384,2.0,0,0,3,0,34,0,34,0.006748312921769558,98168
470000.0,4.0,2.5,2310,14023,2.0,0,0,3,0,23,0,23,0.0094976255936016,98019
715000.0,4.0,2.25,2060,5649,1.0,0,0,5,700,73,0,73,0.3436640839790053,98199
1120000.0,4.0,2.25,4470,60373,2.0,0,0,3,0,26,1,14,0.02549362659335166,98072
458000.0,3.0,1.0,1660,7500,1.0,0,0,4,600,74,1,13,0.3436640839790053,98125
966000.0,5.0,4.5,3810,8019,2.0,0,0,3,0,6,0,6,0.036740814796300925,98075
305495.0,3.0,1.75,2110,10200,2.0,0,0,4,0,48,0,48,0.06248437890527368,98059
543000.0,2.0,2.0,2370,217800,1.5,0,0,3,770,22,0,22,0.039990002499375156,98027
340000.0,3.0,2.25,1970,3716,2.0,0,0,3,0,17,0,17,0.06248437890527368,98056
633100.0,4.0,2.5,2470,33305,2.0,0,0,3,0,21,0,21,0.05073731567108223,98053
310000.0,3.0,1.0,1480,7830,1.0,0,0,3,0,62,1,6,0.02749312671832042,98133
349950.0,5.0,3.0,2257,10117,1.0,0,0,3,894,9,0,9,0.0069982504373906525,98188
267800.0,2.0,1.0,700,6000,1.0,0,0,4,0,65,1,29,0.02749312671832042,98155
234000.0,4.0,2.0,1630,9010,1.0,0,0,4,580,39,0,39,0.03924018995251187,98092
740000.0,4.0,2.5,3430,10157,2.0,0,0,3,0,14,0,14,0.04073981504623844,98034
607500.0,5.0,1.75,2220,6000,1.5,0,0,3,800,91,1,16,0.3436640839790053,98199
223000.0,3.0,1.75,1340,7473,1.0,0,0,4,0,41,0,41,0.03924018995251187,98002
400000.0,2.0,1.0,980,2130,1.0,0,0,4,120,96,1,40,0.3436640839790053,98117
802000.0,3.0,2.5,2580,13096,2.0,0,0,3,0,28,0,28,0.05073731567108223,98052
253000.0,4.0,2.5,2230,4541,2.0,0,0,3,0,8,0,8,0.009247688077980504,98042
1058000.0,4.0,2.0,2290,11137,1.0,0,0,4,0,59,1,5,0.06248437890527368,98004
300000.0,3.0,1.0,1260,8280,1.0,0,0,3,0,68,0,68,0.3436640839790053,98115
625000.0,4.0,2.75,1680,11180,1.0,0,0,4,0,48,0,48,0.05073731567108223,98052
707000.0,4.0,3.25,3200,7081,2.0,0,0,3,0,10,1,11,0.036740814796300925,98075
950000.0,4.0,2.5,3320,7644,2.0,0,0,3,0,19,0,19,0.06248437890527368,98006
420000.0,4.0,2.5,3040,24123,2.0,0,0,3,0,15,0,15,0.03924018995251187,98092
498000.0,4.0,2.75,2270,7375,1.0,0,0,4,980,41,0,41,0.04073981504623844,98034
450000.0,3.0,2.5,2910,17172,2.0,0,0,3,0,25,0,25,0.03124218945263684,98003
955000.0,5.0,2.25,2510,9887,2.0,0,0,3,0,42,1,12,0.0189952511872032,98040
215000.0,2.0,1.0,1240,7200,1.0,0,0,3,0,47,1,3,0.006748312921769558,98168
437000.0,3.0,2.75,2580,5200,2.0,0,0,3,0,6,0,6,0.06248437890527368,98059
773000.0,3.0,2.75,2470,3600,2.0,0,0,3,0,7,0,7,0.039990002499375156,98029
1222500.0,4.0,3.5,4910,9444,1.5,0,0,3,1800,7,0,7,0.036740814796300925,98074
256883.0,3.0,2.5,1690,5025,2.0,0,0,3,0,11,0,11,0.03124218945263684,98023
592500.0,4.0,2.5,2240,12032,1.0,0,0,3,0,31,1,5,0.036740814796300925,98074
252350.0,3.0,2.0,1650,7352,1.0,0,0,3,490,35,1,0,0.06248437890527368,98058
370000.0,4.0,2.5,2710,5880,2.0,0,0,3,0,16,1,8,0.03924018995251187,98092
465750.0,3.0,1.5,1260,10350,1.0,0,0,3,0,55,1,25,0.06248437890527368,98008
185000.0,3.0,1.0,1150,8100,1.0,0,0,3,0,82,0,82,0.3436640839790053,98168
582800.0,4.0,2.75,2550,7636,1.0,0,0,3,1110,28,0,28,0.036740814796300925,98074
245000.0,3.0,1.75,1490,6930,1.0,0,0,4,0,24,0,24,0.03899025243689078,98030
302000.0,4.0,1.75,2020,7865,1.0,0,0,4,1010,51,0,51,0.06248437890527368,98059
451555.0,2.0,1.0,1320,4520,1.0,0,1,3,0,102,1,43,0.3436640839790053,98116
250000.0,3.0,1.0,1230,10350,1.0,0,0,4,0,57,1,13,0.06248437890527368,98055
255000.0,4.0,2.5,2070,7800,2.0,0,0,3,0,25,0,25,0.03124218945263684,98003
840000.0,4.0,1.75,2930,11562,1.0,0,3,3,1260,67,1,2,0.3436640839790053,98117
190000.0,3.0,1.0,1090,8520,1.0,0,0,3,0,47,1,3,0.03124218945263684,98003
349950.0,3.0,1.0,1400,7066,1.0,0,0,3,0,57,1,14,0.3436640839790053,98125
613000.0,4.0,2.0,1550,4815,1.5,0,0,3,0,105,1,10,0.3436640839790053,98103
300000.0,3.0,1.0,1220,13000,1.0,0,0,4,0,59,1,5,0.02749312671832042,98133
455000.0,3.0,2.5,1870,7344,1.0,0,0,3,400,34,0,34,0.04073981504623844,98034
335000.0,3.0,2.25,2150,30476,2.0,0,0,3,0,23,0,23,0.006748312921769558,98188
197500.0,3.0,1.0,980,3090,1.5,0,0,3,0,111,1,9,0.3436640839790053,98118
412500.0,3.0,1.5,1490,8475,1.0,0,0,4,0,51,0,51,0.05073731567108223,98052
395300.0,3.0,1.5,1120,7000,1.0,0,0,3,0,59,1,9,0.06248437890527368,98007
342400.0,3.0,2.25,1180,9630,2.0,0,0,3,0,28,0,28,0.01374656335916021,98028
749400.0,4.0,2.5,3240,20301,2.0,0,0,3,0,29,0,29,0.05073731567108223,98052
316500.0,4.0,2.5,2150,6807,2.0,0,0,4,0,23,0,23,0.03899025243689078,98031
390000.0,3.0,2.5,2240,10800,2.0,0,0,3,0,18,0,18,0.01374656335916021,98028
225000.0,3.0,2.0,1400,7384,1.0,0,0,3,250,35,1,0,0.06248437890527368,98058
550000.0,3.0,2.25,1980,40887,1.0,0,0,4,0,34,0,34,0.05073731567108223,98053
280000.0,3.0,1.0,1330,20562,1.5,0,0,3,0,55,1,25,0.010997250687328168,98045
1255000.0,4.0,2.5,3200,7535,2.0,0,0,3,0,8,0,8,0.3436640839790053,98105
575000.0,2.0,1.0,1490,6000,1.0,0,0,3,400,68,0,68,0.3436640839790053,98112
1000000.0,5.0,4.25,3920,16258,2.0,0,0,3,1020,24,1,5,0.06248437890527368,98004
585000.0,5.0,1.75,2000,3750,2.0,0,0,4,0,93,0,93,0.3436640839790053,98103
620000.0,4.0,2.5,2680,9185,2.0,0,0,3,0,25,0,25,0.039990002499375156,98029
204700.0,4.0,2.0,1670,9987,1.0,0,0,3,0,47,1,3,0.03924018995251187,98001
695000.0,4.0,3.0,3150,9130,2.0,0,0,3,0,13,0,13,0.036740814796300925,98075
